data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/05/2025,2020,12,Region 10,Xylazine,12 month-ending,12/31/2020,10,
01/05/2025,2021,1,Region 10,Xylazine,12 month-ending,01/31/2021,,Death counts between 1-9 are suppressed.
01/05/2025,2021,2,Region 10,Xylazine,12 month-ending,02/28/2021,,Death counts between 1-9 are suppressed.
01/05/2025,2021,3,Region 10,Xylazine,12 month-ending,03/31/2021,12,
01/05/2025,2021,4,Region 10,Xylazine,12 month-ending,04/30/2021,13,
01/05/2025,2021,5,Region 10,Xylazine,12 month-ending,05/31/2021,15,
01/05/2025,2021,6,Region 10,Xylazine,12 month-ending,06/30/2021,17,
01/05/2025,2021,7,Region 10,Xylazine,12 month-ending,07/31/2021,17,
01/05/2025,2021,8,Region 10,Xylazine,12 month-ending,08/31/2021,19,
01/05/2025,2021,9,Region 10,Xylazine,12 month-ending,09/30/2021,18,
01/05/2025,2021,10,Region 10,Xylazine,12 month-ending,10/31/2021,15,
01/05/2025,2021,11,Region 10,Xylazine,12 month-ending,11/30/2021,16,
01/05/2025,2021,12,Region 10,Xylazine,12 month-ending,12/31/2021,19,
01/05/2025,2022,1,Region 10,Xylazine,12 month-ending,01/31/2022,20,
01/05/2025,2022,2,Region 10,Xylazine,12 month-ending,02/28/2022,21,
01/05/2025,2022,3,Region 10,Xylazine,12 month-ending,03/31/2022,19,
01/05/2025,2022,4,Region 10,Xylazine,12 month-ending,04/30/2022,19,
01/05/2025,2022,5,Region 10,Xylazine,12 month-ending,05/31/2022,17,
01/05/2025,2022,6,Region 10,Xylazine,12 month-ending,06/30/2022,16,
01/05/2025,2022,7,Region 10,Xylazine,12 month-ending,07/31/2022,20,
01/05/2025,2022,8,Region 10,Xylazine,12 month-ending,08/31/2022,19,
01/05/2025,2022,9,Region 10,Xylazine,12 month-ending,09/30/2022,21,
01/05/2025,2022,10,Region 10,Xylazine,12 month-ending,10/31/2022,22,
01/05/2025,2022,11,Region 10,Xylazine,12 month-ending,11/30/2022,26,
01/05/2025,2022,12,Region 10,Xylazine,12 month-ending,12/31/2022,23,
01/05/2025,2023,1,Region 10,Xylazine,12 month-ending,01/31/2023,24,
01/05/2025,2023,2,Region 10,Xylazine,12 month-ending,02/28/2023,25,
01/05/2025,2023,3,Region 10,Xylazine,12 month-ending,03/31/2023,27,
01/05/2025,2023,4,Region 10,Xylazine,12 month-ending,04/30/2023,27,
01/05/2025,2023,5,Region 10,Xylazine,12 month-ending,05/31/2023,32,
01/05/2025,2023,6,Region 10,Xylazine,12 month-ending,06/30/2023,38,
01/05/2025,2023,7,Region 10,Xylazine,12 month-ending,07/31/2023,36,
01/05/2025,2023,8,Region 10,Xylazine,12 month-ending,08/31/2023,41,
01/05/2025,2023,9,Region 10,Xylazine,12 month-ending,09/30/2023,43,
01/05/2025,2023,10,Region 10,Xylazine,12 month-ending,10/31/2023,49,
01/05/2025,2023,11,Region 10,Xylazine,12 month-ending,11/30/2023,49,
01/05/2025,2023,12,Region 10,Xylazine,12 month-ending,12/31/2023,59,
01/05/2025,2024,1,Region 10,Xylazine,12 month-ending,01/31/2024,61,
01/05/2025,2024,2,Region 10,Xylazine,12 month-ending,02/29/2024,70,
01/05/2025,2024,3,Region 10,Xylazine,12 month-ending,03/31/2024,72,
01/05/2025,2024,4,Region 10,Xylazine,12 month-ending,04/30/2024,79,
01/05/2025,2024,5,Region 10,Xylazine,12 month-ending,05/31/2024,79,
01/05/2025,2024,6,Region 10,Xylazine,12 month-ending,06/30/2024,77,
01/05/2025,2019,1,Region 1,Gabapentin,12 month-ending,01/31/2019,44,
01/05/2025,2019,2,Region 1,Gabapentin,12 month-ending,02/28/2019,46,
01/05/2025,2019,3,Region 1,Gabapentin,12 month-ending,03/31/2019,49,
01/05/2025,2019,4,Region 1,Gabapentin,12 month-ending,04/30/2019,52,
01/05/2025,2019,5,Region 1,Gabapentin,12 month-ending,05/31/2019,51,
01/05/2025,2019,6,Region 1,Gabapentin,12 month-ending,06/30/2019,63,
01/05/2025,2019,7,Region 1,Gabapentin,12 month-ending,07/31/2019,85,
01/05/2025,2019,8,Region 1,Gabapentin,12 month-ending,08/31/2019,104,
01/05/2025,2019,9,Region 1,Gabapentin,12 month-ending,09/30/2019,120,
01/05/2025,2019,10,Region 1,Gabapentin,12 month-ending,10/31/2019,140,
01/05/2025,2019,11,Region 1,Gabapentin,12 month-ending,11/30/2019,163,
01/05/2025,2019,12,Region 1,Gabapentin,12 month-ending,12/31/2019,182,
01/05/2025,2020,1,Region 1,Gabapentin,12 month-ending,01/31/2020,204,
01/05/2025,2020,2,Region 1,Gabapentin,12 month-ending,02/29/2020,227,
01/05/2025,2020,3,Region 1,Gabapentin,12 month-ending,03/31/2020,263,
01/05/2025,2020,4,Region 1,Gabapentin,12 month-ending,04/30/2020,301,
01/05/2025,2020,5,Region 1,Gabapentin,12 month-ending,05/31/2020,331,
01/05/2025,2020,6,Region 1,Gabapentin,12 month-ending,06/30/2020,338,
01/05/2025,2020,7,Region 1,Gabapentin,12 month-ending,07/31/2020,349,
01/05/2025,2020,8,Region 1,Gabapentin,12 month-ending,08/31/2020,348,
01/05/2025,2020,9,Region 1,Gabapentin,12 month-ending,09/30/2020,354,
01/05/2025,2020,10,Region 1,Gabapentin,12 month-ending,10/31/2020,355,
01/05/2025,2020,11,Region 1,Gabapentin,12 month-ending,11/30/2020,355,
01/05/2025,2020,12,Region 1,Gabapentin,12 month-ending,12/31/2020,361,
01/05/2025,2021,1,Region 1,Gabapentin,12 month-ending,01/31/2021,378,
01/05/2025,2021,2,Region 1,Gabapentin,12 month-ending,02/28/2021,377,
01/05/2025,2021,3,Region 1,Gabapentin,12 month-ending,03/31/2021,369,
01/05/2025,2021,4,Region 1,Gabapentin,12 month-ending,04/30/2021,357,
01/05/2025,2021,5,Region 1,Gabapentin,12 month-ending,05/31/2021,364,
01/05/2025,2021,6,Region 1,Gabapentin,12 month-ending,06/30/2021,374,
01/05/2025,2021,7,Region 1,Gabapentin,12 month-ending,07/31/2021,375,
01/05/2025,2021,8,Region 1,Gabapentin,12 month-ending,08/31/2021,375,
01/05/2025,2021,9,Region 1,Gabapentin,12 month-ending,09/30/2021,383,
01/05/2025,2021,10,Region 1,Gabapentin,12 month-ending,10/31/2021,386,
01/05/2025,2021,11,Region 1,Gabapentin,12 month-ending,11/30/2021,399,
01/05/2025,2021,12,Region 1,Gabapentin,12 month-ending,12/31/2021,401,
01/05/2025,2022,1,Region 1,Gabapentin,12 month-ending,01/31/2022,379,
01/05/2025,2022,2,Region 1,Gabapentin,12 month-ending,02/28/2022,378,
01/05/2025,2022,3,Region 1,Gabapentin,12 month-ending,03/31/2022,381,
01/05/2025,2022,4,Region 1,Gabapentin,12 month-ending,04/30/2022,384,
01/05/2025,2022,5,Region 1,Gabapentin,12 month-ending,05/31/2022,381,
01/05/2025,2022,6,Region 1,Gabapentin,12 month-ending,06/30/2022,389,
01/05/2025,2022,7,Region 1,Gabapentin,12 month-ending,07/31/2022,390,
01/05/2025,2022,8,Region 1,Gabapentin,12 month-ending,08/31/2022,406,
01/05/2025,2022,9,Region 1,Gabapentin,12 month-ending,09/30/2022,401,
01/05/2025,2022,10,Region 1,Gabapentin,12 month-ending,10/31/2022,428,
01/05/2025,2022,11,Region 1,Gabapentin,12 month-ending,11/30/2022,440,
01/05/2025,2022,12,Region 1,Gabapentin,12 month-ending,12/31/2022,449,
01/05/2025,2023,1,Region 1,Gabapentin,12 month-ending,01/31/2023,453,
01/05/2025,2023,2,Region 1,Gabapentin,12 month-ending,02/28/2023,455,
01/05/2025,2023,3,Region 1,Gabapentin,12 month-ending,03/31/2023,441,
01/05/2025,2023,4,Region 1,Gabapentin,12 month-ending,04/30/2023,436,
01/05/2025,2023,5,Region 1,Gabapentin,12 month-ending,05/31/2023,429,
01/05/2025,2023,6,Region 1,Gabapentin,12 month-ending,06/30/2023,434,
01/05/2025,2023,7,Region 1,Gabapentin,12 month-ending,07/31/2023,433,
01/05/2025,2023,8,Region 1,Gabapentin,12 month-ending,08/31/2023,428,
01/05/2025,2023,9,Region 1,Gabapentin,12 month-ending,09/30/2023,445,
01/05/2025,2023,10,Region 1,Gabapentin,12 month-ending,10/31/2023,424,
01/05/2025,2023,11,Region 1,Gabapentin,12 month-ending,11/30/2023,401,
01/05/2025,2023,12,Region 1,Gabapentin,12 month-ending,12/31/2023,381,
01/05/2025,2024,1,Region 1,Gabapentin,12 month-ending,01/31/2024,381,
01/05/2025,2024,2,Region 1,Gabapentin,12 month-ending,02/29/2024,378,
01/05/2025,2024,3,Region 1,Gabapentin,12 month-ending,03/31/2024,380,
01/05/2025,2024,4,Region 1,Gabapentin,12 month-ending,04/30/2024,374,
01/05/2025,2024,5,Region 1,Gabapentin,12 month-ending,05/31/2024,377,
01/05/2025,2024,6,Region 1,Gabapentin,12 month-ending,06/30/2024,359,
01/05/2025,2019,1,Region 2,Gabapentin,12 month-ending,01/31/2019,176,
01/05/2025,2019,2,Region 2,Gabapentin,12 month-ending,02/28/2019,187,
01/05/2025,2019,3,Region 2,Gabapentin,12 month-ending,03/31/2019,185,
01/05/2025,2019,4,Region 2,Gabapentin,12 month-ending,04/30/2019,184,
01/05/2025,2019,5,Region 2,Gabapentin,12 month-ending,05/31/2019,195,
01/05/2025,2019,6,Region 2,Gabapentin,12 month-ending,06/30/2019,213,
01/05/2025,2019,7,Region 2,Gabapentin,12 month-ending,07/31/2019,234,
01/05/2025,2019,8,Region 2,Gabapentin,12 month-ending,08/31/2019,253,
01/05/2025,2019,9,Region 2,Gabapentin,12 month-ending,09/30/2019,258,
01/05/2025,2019,10,Region 2,Gabapentin,12 month-ending,10/31/2019,260,
01/05/2025,2019,11,Region 2,Gabapentin,12 month-ending,11/30/2019,275,
01/05/2025,2019,12,Region 2,Gabapentin,12 month-ending,12/31/2019,294,
01/05/2025,2020,1,Region 2,Gabapentin,12 month-ending,01/31/2020,303,
01/05/2025,2020,2,Region 2,Gabapentin,12 month-ending,02/29/2020,312,
01/05/2025,2020,3,Region 2,Gabapentin,12 month-ending,03/31/2020,325,
01/05/2025,2020,4,Region 2,Gabapentin,12 month-ending,04/30/2020,343,
01/05/2025,2020,5,Region 2,Gabapentin,12 month-ending,05/31/2020,352,
01/05/2025,2020,6,Region 2,Gabapentin,12 month-ending,06/30/2020,351,
01/05/2025,2020,7,Region 2,Gabapentin,12 month-ending,07/31/2020,367,
01/05/2025,2020,8,Region 2,Gabapentin,12 month-ending,08/31/2020,373,
01/05/2025,2020,9,Region 2,Gabapentin,12 month-ending,09/30/2020,374,
01/05/2025,2020,10,Region 2,Gabapentin,12 month-ending,10/31/2020,364,
01/05/2025,2020,11,Region 2,Gabapentin,12 month-ending,11/30/2020,350,
01/05/2025,2020,12,Region 2,Gabapentin,12 month-ending,12/31/2020,344,
01/05/2025,2021,1,Region 2,Gabapentin,12 month-ending,01/31/2021,343,
01/05/2025,2021,2,Region 2,Gabapentin,12 month-ending,02/28/2021,347,
01/05/2025,2021,3,Region 2,Gabapentin,12 month-ending,03/31/2021,343,
01/05/2025,2021,4,Region 2,Gabapentin,12 month-ending,04/30/2021,343,
01/05/2025,2021,5,Region 2,Gabapentin,12 month-ending,05/31/2021,334,
01/05/2025,2021,6,Region 2,Gabapentin,12 month-ending,06/30/2021,333,
01/05/2025,2021,7,Region 2,Gabapentin,12 month-ending,07/31/2021,327,
01/05/2025,2021,8,Region 2,Gabapentin,12 month-ending,08/31/2021,316,
01/05/2025,2021,9,Region 2,Gabapentin,12 month-ending,09/30/2021,327,
01/05/2025,2021,10,Region 2,Gabapentin,12 month-ending,10/31/2021,337,
01/05/2025,2021,11,Region 2,Gabapentin,12 month-ending,11/30/2021,339,
01/05/2025,2021,12,Region 2,Gabapentin,12 month-ending,12/31/2021,338,
01/05/2025,2022,1,Region 2,Gabapentin,12 month-ending,01/31/2022,344,
01/05/2025,2022,2,Region 2,Gabapentin,12 month-ending,02/28/2022,344,
01/05/2025,2022,3,Region 2,Gabapentin,12 month-ending,03/31/2022,357,
01/05/2025,2022,4,Region 2,Gabapentin,12 month-ending,04/30/2022,346,
01/05/2025,2022,5,Region 2,Gabapentin,12 month-ending,05/31/2022,357,
01/05/2025,2022,6,Region 2,Gabapentin,12 month-ending,06/30/2022,365,
01/05/2025,2022,7,Region 2,Gabapentin,12 month-ending,07/31/2022,356,
01/05/2025,2022,8,Region 2,Gabapentin,12 month-ending,08/31/2022,361,
01/05/2025,2022,9,Region 2,Gabapentin,12 month-ending,09/30/2022,361,
01/05/2025,2022,10,Region 2,Gabapentin,12 month-ending,10/31/2022,365,
01/05/2025,2022,11,Region 2,Gabapentin,12 month-ending,11/30/2022,369,
01/05/2025,2022,12,Region 2,Gabapentin,12 month-ending,12/31/2022,365,
01/05/2025,2023,1,Region 2,Gabapentin,12 month-ending,01/31/2023,359,
01/05/2025,2023,2,Region 2,Gabapentin,12 month-ending,02/28/2023,354,
01/05/2025,2023,3,Region 2,Gabapentin,12 month-ending,03/31/2023,333,
01/05/2025,2023,4,Region 2,Gabapentin,12 month-ending,04/30/2023,343,
01/05/2025,2023,5,Region 2,Gabapentin,12 month-ending,05/31/2023,344,
01/05/2025,2023,6,Region 2,Gabapentin,12 month-ending,06/30/2023,340,
01/05/2025,2023,7,Region 2,Gabapentin,12 month-ending,07/31/2023,340,
01/05/2025,2023,8,Region 2,Gabapentin,12 month-ending,08/31/2023,339,
01/05/2025,2023,9,Region 2,Gabapentin,12 month-ending,09/30/2023,327,
01/05/2025,2023,10,Region 2,Gabapentin,12 month-ending,10/31/2023,312,
01/05/2025,2023,11,Region 2,Gabapentin,12 month-ending,11/30/2023,298,
01/05/2025,2023,12,Region 2,Gabapentin,12 month-ending,12/31/2023,295,
01/05/2025,2024,1,Region 2,Gabapentin,12 month-ending,01/31/2024,294,
01/05/2025,2024,2,Region 2,Gabapentin,12 month-ending,02/29/2024,296,
01/05/2025,2024,3,Region 2,Gabapentin,12 month-ending,03/31/2024,305,
01/05/2025,2024,4,Region 2,Gabapentin,12 month-ending,04/30/2024,299,
01/05/2025,2024,5,Region 2,Gabapentin,12 month-ending,05/31/2024,293,
01/05/2025,2024,6,Region 2,Gabapentin,12 month-ending,06/30/2024,287,
01/05/2025,2019,1,Region 3,Gabapentin,12 month-ending,01/31/2019,226,
01/05/2025,2019,2,Region 3,Gabapentin,12 month-ending,02/28/2019,231,
01/05/2025,2019,3,Region 3,Gabapentin,12 month-ending,03/31/2019,236,
01/05/2025,2019,4,Region 3,Gabapentin,12 month-ending,04/30/2019,239,
01/05/2025,2019,5,Region 3,Gabapentin,12 month-ending,05/31/2019,228,
01/05/2025,2019,6,Region 3,Gabapentin,12 month-ending,06/30/2019,226,
01/05/2025,2019,7,Region 3,Gabapentin,12 month-ending,07/31/2019,231,
01/05/2025,2019,8,Region 3,Gabapentin,12 month-ending,08/31/2019,233,
01/05/2025,2019,9,Region 3,Gabapentin,12 month-ending,09/30/2019,229,
01/05/2025,2019,10,Region 3,Gabapentin,12 month-ending,10/31/2019,240,
01/05/2025,2019,11,Region 3,Gabapentin,12 month-ending,11/30/2019,249,
01/05/2025,2019,12,Region 3,Gabapentin,12 month-ending,12/31/2019,249,
01/05/2025,2020,1,Region 3,Gabapentin,12 month-ending,01/31/2020,276,
01/05/2025,2020,2,Region 3,Gabapentin,12 month-ending,02/29/2020,293,
01/05/2025,2020,3,Region 3,Gabapentin,12 month-ending,03/31/2020,302,
01/05/2025,2020,4,Region 3,Gabapentin,12 month-ending,04/30/2020,316,
01/05/2025,2020,5,Region 3,Gabapentin,12 month-ending,05/31/2020,339,
01/05/2025,2020,6,Region 3,Gabapentin,12 month-ending,06/30/2020,353,
01/05/2025,2020,7,Region 3,Gabapentin,12 month-ending,07/31/2020,360,
01/05/2025,2020,8,Region 3,Gabapentin,12 month-ending,08/31/2020,367,
01/05/2025,2020,9,Region 3,Gabapentin,12 month-ending,09/30/2020,376,
01/05/2025,2020,10,Region 3,Gabapentin,12 month-ending,10/31/2020,392,
01/05/2025,2020,11,Region 3,Gabapentin,12 month-ending,11/30/2020,411,
01/05/2025,2020,12,Region 3,Gabapentin,12 month-ending,12/31/2020,418,
01/05/2025,2021,1,Region 3,Gabapentin,12 month-ending,01/31/2021,405,
01/05/2025,2021,2,Region 3,Gabapentin,12 month-ending,02/28/2021,409,
01/05/2025,2021,3,Region 3,Gabapentin,12 month-ending,03/31/2021,424,
01/05/2025,2021,4,Region 3,Gabapentin,12 month-ending,04/30/2021,424,
01/05/2025,2021,5,Region 3,Gabapentin,12 month-ending,05/31/2021,429,
01/05/2025,2021,6,Region 3,Gabapentin,12 month-ending,06/30/2021,420,
01/05/2025,2021,7,Region 3,Gabapentin,12 month-ending,07/31/2021,439,
01/05/2025,2021,8,Region 3,Gabapentin,12 month-ending,08/31/2021,456,
01/05/2025,2021,9,Region 3,Gabapentin,12 month-ending,09/30/2021,460,
01/05/2025,2021,10,Region 3,Gabapentin,12 month-ending,10/31/2021,461,
01/05/2025,2021,11,Region 3,Gabapentin,12 month-ending,11/30/2021,468,
01/05/2025,2021,12,Region 3,Gabapentin,12 month-ending,12/31/2021,488,
01/05/2025,2022,1,Region 3,Gabapentin,12 month-ending,01/31/2022,492,
01/05/2025,2022,2,Region 3,Gabapentin,12 month-ending,02/28/2022,503,
01/05/2025,2022,3,Region 3,Gabapentin,12 month-ending,03/31/2022,497,
01/05/2025,2022,4,Region 3,Gabapentin,12 month-ending,04/30/2022,493,
01/05/2025,2022,5,Region 3,Gabapentin,12 month-ending,05/31/2022,484,
01/05/2025,2022,6,Region 3,Gabapentin,12 month-ending,06/30/2022,504,
01/05/2025,2022,7,Region 3,Gabapentin,12 month-ending,07/31/2022,494,
01/05/2025,2022,8,Region 3,Gabapentin,12 month-ending,08/31/2022,488,
01/05/2025,2022,9,Region 3,Gabapentin,12 month-ending,09/30/2022,485,
01/05/2025,2022,10,Region 3,Gabapentin,12 month-ending,10/31/2022,482,
01/05/2025,2022,11,Region 3,Gabapentin,12 month-ending,11/30/2022,463,
01/05/2025,2022,12,Region 3,Gabapentin,12 month-ending,12/31/2022,462,
01/05/2025,2023,1,Region 3,Gabapentin,12 month-ending,01/31/2023,460,
01/05/2025,2023,2,Region 3,Gabapentin,12 month-ending,02/28/2023,455,
01/05/2025,2023,3,Region 3,Gabapentin,12 month-ending,03/31/2023,440,
01/05/2025,2023,4,Region 3,Gabapentin,12 month-ending,04/30/2023,452,
01/05/2025,2023,5,Region 3,Gabapentin,12 month-ending,05/31/2023,450,
01/05/2025,2023,6,Region 3,Gabapentin,12 month-ending,06/30/2023,440,
01/05/2025,2023,7,Region 3,Gabapentin,12 month-ending,07/31/2023,435,
01/05/2025,2023,8,Region 3,Gabapentin,12 month-ending,08/31/2023,431,
01/05/2025,2023,9,Region 3,Gabapentin,12 month-ending,09/30/2023,423,
01/05/2025,2023,10,Region 3,Gabapentin,12 month-ending,10/31/2023,414,
01/05/2025,2023,11,Region 3,Gabapentin,12 month-ending,11/30/2023,412,
01/05/2025,2023,12,Region 3,Gabapentin,12 month-ending,12/31/2023,388,
01/05/2025,2024,1,Region 3,Gabapentin,12 month-ending,01/31/2024,375,
01/05/2025,2024,2,Region 3,Gabapentin,12 month-ending,02/29/2024,367,
01/05/2025,2024,3,Region 3,Gabapentin,12 month-ending,03/31/2024,365,
01/05/2025,2024,4,Region 3,Gabapentin,12 month-ending,04/30/2024,342,
01/05/2025,2024,5,Region 3,Gabapentin,12 month-ending,05/31/2024,329,
01/05/2025,2024,6,Region 3,Gabapentin,12 month-ending,06/30/2024,308,
01/05/2025,2019,1,Region 4,Gabapentin,12 month-ending,01/31/2019,664,
01/05/2025,2019,2,Region 4,Gabapentin,12 month-ending,02/28/2019,669,
01/05/2025,2019,3,Region 4,Gabapentin,12 month-ending,03/31/2019,660,
01/05/2025,2019,4,Region 4,Gabapentin,12 month-ending,04/30/2019,652,
01/05/2025,2019,5,Region 4,Gabapentin,12 month-ending,05/31/2019,640,
01/05/2025,2019,6,Region 4,Gabapentin,12 month-ending,06/30/2019,671,
01/05/2025,2019,7,Region 4,Gabapentin,12 month-ending,07/31/2019,682,
01/05/2025,2019,8,Region 4,Gabapentin,12 month-ending,08/31/2019,671,
01/05/2025,2019,9,Region 4,Gabapentin,12 month-ending,09/30/2019,674,
01/05/2025,2019,10,Region 4,Gabapentin,12 month-ending,10/31/2019,707,
01/05/2025,2019,11,Region 4,Gabapentin,12 month-ending,11/30/2019,730,
01/05/2025,2019,12,Region 4,Gabapentin,12 month-ending,12/31/2019,747,
01/05/2025,2020,1,Region 4,Gabapentin,12 month-ending,01/31/2020,764,
01/05/2025,2020,2,Region 4,Gabapentin,12 month-ending,02/29/2020,794,
01/05/2025,2020,3,Region 4,Gabapentin,12 month-ending,03/31/2020,835,
01/05/2025,2020,4,Region 4,Gabapentin,12 month-ending,04/30/2020,905,
01/05/2025,2020,5,Region 4,Gabapentin,12 month-ending,05/31/2020,979,
01/05/2025,2020,6,Region 4,Gabapentin,12 month-ending,06/30/2020,1008,
01/05/2025,2020,7,Region 4,Gabapentin,12 month-ending,07/31/2020,1064,
01/05/2025,2020,8,Region 4,Gabapentin,12 month-ending,08/31/2020,1113,
01/05/2025,2020,9,Region 4,Gabapentin,12 month-ending,09/30/2020,1153,
01/05/2025,2020,10,Region 4,Gabapentin,12 month-ending,10/31/2020,1181,
01/05/2025,2020,11,Region 4,Gabapentin,12 month-ending,11/30/2020,1209,
01/05/2025,2020,12,Region 4,Gabapentin,12 month-ending,12/31/2020,1231,
01/05/2025,2021,1,Region 4,Gabapentin,12 month-ending,01/31/2021,1266,
01/05/2025,2021,2,Region 4,Gabapentin,12 month-ending,02/28/2021,1289,
01/05/2025,2021,3,Region 4,Gabapentin,12 month-ending,03/31/2021,1306,
01/05/2025,2021,4,Region 4,Gabapentin,12 month-ending,04/30/2021,1307,
01/05/2025,2021,5,Region 4,Gabapentin,12 month-ending,05/31/2021,1285,
01/05/2025,2021,6,Region 4,Gabapentin,12 month-ending,06/30/2021,1299,
01/05/2025,2021,7,Region 4,Gabapentin,12 month-ending,07/31/2021,1274,
01/05/2025,2021,8,Region 4,Gabapentin,12 month-ending,08/31/2021,1286,
01/05/2025,2021,9,Region 4,Gabapentin,12 month-ending,09/30/2021,1287,
01/05/2025,2021,10,Region 4,Gabapentin,12 month-ending,10/31/2021,1280,
01/05/2025,2021,11,Region 4,Gabapentin,12 month-ending,11/30/2021,1252,
01/05/2025,2021,12,Region 4,Gabapentin,12 month-ending,12/31/2021,1263,
01/05/2025,2022,1,Region 4,Gabapentin,12 month-ending,01/31/2022,1237,
01/05/2025,2022,2,Region 4,Gabapentin,12 month-ending,02/28/2022,1226,
01/05/2025,2022,3,Region 4,Gabapentin,12 month-ending,03/31/2022,1222,
01/05/2025,2022,4,Region 4,Gabapentin,12 month-ending,04/30/2022,1202,
01/05/2025,2022,5,Region 4,Gabapentin,12 month-ending,05/31/2022,1206,
01/05/2025,2022,6,Region 4,Gabapentin,12 month-ending,06/30/2022,1207,
01/05/2025,2022,7,Region 4,Gabapentin,12 month-ending,07/31/2022,1219,
01/05/2025,2022,8,Region 4,Gabapentin,12 month-ending,08/31/2022,1216,
01/05/2025,2022,9,Region 4,Gabapentin,12 month-ending,09/30/2022,1229,
01/05/2025,2022,10,Region 4,Gabapentin,12 month-ending,10/31/2022,1229,
01/05/2025,2022,11,Region 4,Gabapentin,12 month-ending,11/30/2022,1249,
01/05/2025,2022,12,Region 4,Gabapentin,12 month-ending,12/31/2022,1246,
01/05/2025,2023,1,Region 4,Gabapentin,12 month-ending,01/31/2023,1236,
01/05/2025,2023,2,Region 4,Gabapentin,12 month-ending,02/28/2023,1250,
01/05/2025,2023,3,Region 4,Gabapentin,12 month-ending,03/31/2023,1262,
01/05/2025,2023,4,Region 4,Gabapentin,12 month-ending,04/30/2023,1253,
01/05/2025,2023,5,Region 4,Gabapentin,12 month-ending,05/31/2023,1250,
01/05/2025,2023,6,Region 4,Gabapentin,12 month-ending,06/30/2023,1225,
01/05/2025,2023,7,Region 4,Gabapentin,12 month-ending,07/31/2023,1227,
01/05/2025,2023,8,Region 4,Gabapentin,12 month-ending,08/31/2023,1217,
01/05/2025,2023,9,Region 4,Gabapentin,12 month-ending,09/30/2023,1184,
01/05/2025,2023,10,Region 4,Gabapentin,12 month-ending,10/31/2023,1161,
01/05/2025,2023,11,Region 4,Gabapentin,12 month-ending,11/30/2023,1136,
01/05/2025,2023,12,Region 4,Gabapentin,12 month-ending,12/31/2023,1104,
01/05/2025,2024,1,Region 4,Gabapentin,12 month-ending,01/31/2024,1088,
01/05/2025,2024,2,Region 4,Gabapentin,12 month-ending,02/29/2024,1029,
01/05/2025,2024,3,Region 4,Gabapentin,12 month-ending,03/31/2024,962,
01/05/2025,2024,4,Region 4,Gabapentin,12 month-ending,04/30/2024,928,
01/05/2025,2024,5,Region 4,Gabapentin,12 month-ending,05/31/2024,871,
01/05/2025,2024,6,Region 4,Gabapentin,12 month-ending,06/30/2024,828,
01/05/2025,2019,1,Region 5,Gabapentin,12 month-ending,01/31/2019,305,
01/05/2025,2019,2,Region 5,Gabapentin,12 month-ending,02/28/2019,308,
01/05/2025,2019,3,Region 5,Gabapentin,12 month-ending,03/31/2019,322,
01/05/2025,2019,4,Region 5,Gabapentin,12 month-ending,04/30/2019,323,
01/05/2025,2019,5,Region 5,Gabapentin,12 month-ending,05/31/2019,337,
01/05/2025,2019,6,Region 5,Gabapentin,12 month-ending,06/30/2019,346,
01/05/2025,2019,7,Region 5,Gabapentin,12 month-ending,07/31/2019,368,
01/05/2025,2019,8,Region 5,Gabapentin,12 month-ending,08/31/2019,387,
01/05/2025,2019,9,Region 5,Gabapentin,12 month-ending,09/30/2019,410,
01/05/2025,2019,10,Region 5,Gabapentin,12 month-ending,10/31/2019,445,
01/05/2025,2019,11,Region 5,Gabapentin,12 month-ending,11/30/2019,481,
01/05/2025,2019,12,Region 5,Gabapentin,12 month-ending,12/31/2019,499,
01/05/2025,2020,1,Region 5,Gabapentin,12 month-ending,01/31/2020,517,
01/05/2025,2020,2,Region 5,Gabapentin,12 month-ending,02/29/2020,538,
01/05/2025,2020,3,Region 5,Gabapentin,12 month-ending,03/31/2020,560,
01/05/2025,2020,4,Region 5,Gabapentin,12 month-ending,04/30/2020,590,
01/05/2025,2020,5,Region 5,Gabapentin,12 month-ending,05/31/2020,630,
01/05/2025,2020,6,Region 5,Gabapentin,12 month-ending,06/30/2020,648,
01/05/2025,2020,7,Region 5,Gabapentin,12 month-ending,07/31/2020,677,
01/05/2025,2020,8,Region 5,Gabapentin,12 month-ending,08/31/2020,687,
01/05/2025,2020,9,Region 5,Gabapentin,12 month-ending,09/30/2020,681,
01/05/2025,2020,10,Region 5,Gabapentin,12 month-ending,10/31/2020,669,
01/05/2025,2020,11,Region 5,Gabapentin,12 month-ending,11/30/2020,649,
01/05/2025,2020,12,Region 5,Gabapentin,12 month-ending,12/31/2020,661,
01/05/2025,2021,1,Region 5,Gabapentin,12 month-ending,01/31/2021,676,
01/05/2025,2021,2,Region 5,Gabapentin,12 month-ending,02/28/2021,671,
01/05/2025,2021,3,Region 5,Gabapentin,12 month-ending,03/31/2021,682,
01/05/2025,2021,4,Region 5,Gabapentin,12 month-ending,04/30/2021,703,
01/05/2025,2021,5,Region 5,Gabapentin,12 month-ending,05/31/2021,693,
01/05/2025,2021,6,Region 5,Gabapentin,12 month-ending,06/30/2021,710,
01/05/2025,2021,7,Region 5,Gabapentin,12 month-ending,07/31/2021,711,
01/05/2025,2021,8,Region 5,Gabapentin,12 month-ending,08/31/2021,716,
